Team_A_Name, Team_A_Status, Team_A_Carry_Name, Team_A_Carry_Hero, Team_A_Mid_Name, Team_A_Mid_Hero,Team_A_Off_Name, Team_A_Off_Hero, Team_A_Support_Name, Team_A_Support_Hero, Team_A_HardSupport_Name, Team_A_HardSupport_Hero,Team_B_Name, Team_B_Status, Team_B_Carry_Name, Team_B_Carry_Hero, Team_B_Mid_Name, Team_B_Mid_Hero, Team_B_Off_Name, Team_B_Off_Hero, Team_B_Support_Name, Team_B_Support_Hero, Team_B_HardSupport_Name, Team_B_HardSupport_Hero,Tier, Time
Wild Dragon, loss, WD.Kalanno, Nature's Prophet, WD.Nyac, Shadow Fiend, WD.Javi, Night Stalker, WD.Darima, Rubick, WD.Hellen, Jakiro, Silent killer, win, sK.busow, Luna, sK.onenen, Queen of Pain, sK.itras, Bristleback, sK.lotorimri, Winter Wyvern, sK.yacathem, Warlock, 4, 32:00
Hydra, loss, Selfhate, Pangolier, mellojul, Lina, proletariy, Tidehunter, Doctorbum, Tusk, FSD, Silencer, MOUZ, win, Copy, Huskar, lowskill, Tiny, Force, Magnus, Lelis, Muerta, Fly, Jakiro, 2, 32:23
Night Pulse, win, dream`, Terrorblade, Worick, Pangolier, Davai Lama, Slardar, dEsire, Tusk, Kidaro, Warlock, 1WIN, loss, Munkushi~太阳, Lifestealer, CHIRA_JUNIOR, Puck, Cloud, Bristleback, swedenstrong, Marci, Fishman, Disruptor, 2, 34:42
Dominion, loss, SandQ, Dawnbreaker, salamandradoto, Rubick, sakura, Undying, vogel, Nature's Prophet, karma , Magnus, Rakuzan, win, kek0vka, Marci, akinakqe, Leshrac, Yuui-, Spirit Breaker, Murasame, Zeus, kismet, Terrorblade, 4, 31:09
4Pirates, loss, Otaker, Dawnbreaker, nattynarwhal_, Sniper, mister moral, Tidehunter, ariel, Tusk, perdan4ik, Jakiro, Passion.ua, win, Crystallize, Slark, niche, Earthshaker, BBODDY, Bristleback, Fernans, Weaver, kreker), Clockwerk, 2, 42:11
Apple City Gang, loss, yowaai, Beastmaster, dualrazee, Puck, Norma, Pangolier, Astral, Bane, flacko, Marci, NAVIJ, win, gotthejuice, Lifestealer, Niku, Ember Spirit, pma, Dawnbreaker, Zayac, Earthshaker, Riddys, Mirana, 2, 33:39
Rakuzan, loss, kek0vka, Magnus, akinakqe, Phantom Assassin, Yuui-, Phoenix, kismet, Death Prophet, Murasame, Lion, Air Defence, win, DragonX, Ember Spirit, expected, Marci, aloxa, Spirit Breaker, Sotsiofaker, Dazzle, tokyodrift, Nature's Prophet, 4, 25:52
LSG, win, Kintaro, Ember Spirit, Scorpion, Lina, Cyrax, Legion Commander, Quan Chi, Vengeful Spirit, Nightwolf, Weaver, Bright Crusaders, loss, VittoBossG, Luna, TwoFaced, Queen of Pain, Bandana, Faceless Void, Norbert, Windranger, Satoru, Ogre Magi, 4, 34:59
Asakura, win, 7jesu, Morphling, serenada, Nature's Prophet, VladikTheHtiviy, Night Stalker, slimeyao2, Leshrac, VaniLLl, Jakiro, Zero Tenacity, loss, Retsu, Broodmother, Stojkov, Ember Spirit, nefrit, Beastmaster, Pablo, Muerta, LeBronDota, Marci, 2, 40:57
Flawless Goblins, loss, tinkywinky, Troll Warlord, ZodiAc!, Lina, Kreen, Lycan, Okoni, Tiny, Randing, Oracle, DARK , win, wannacoffee, Luna, Aboba, Earthshaker, Vahee, Primal Beast, Denz, Rubick, SectumSempra, Ogre Magi, 4, 33:06
One Move, loss, WoE, Faceless Void, Difference, Ember Spirit, CodeX, Necrophos, not me, Tusk, rein, Techies, Passion.ua, win, Crystallize, Weaver, niche, Puck, BBODDY, Bristleback, Fernans, Muerta, kreker), Clockwerk, 2, 44:23
Nethercore, win, people better than me:nobody~, Lifestealer, Yuui-, Marci, Sotsiofaker, Dazzle, Vishenka, Queen of Pain, yatorrent, Weaver, Ghost Sheep, loss, k@pib@r@, Lone Druid, S4D4UCLO7, Grimstroke, Dronik, Invoker, emo2003, Magnus, Тиктоник, Windranger, 4, 24:06
Hustlers, win, Polcamid, Gyrocopter, Frodo, Leshrac, Dimidrol, Legion Commander, REQSTICK, Lich, Wannakms, Zeus, ThunderLab, loss, scream, Chaos Knight, Weslike, Tidehunter, exmamle, Rubick, Sxx, Abaddon, Qurore, Outworld Destroyer, 4, 20:12
Foxy Gaming, win, Pudre, Nature's Prophet, babyface, Pangolier, titik, Beastmaster, Exterminator, Weaver, ShinraTensei, Magnus, Wiser Warriors, loss, AKID, Templar Assassin, Nightfull, Windranger, EmbraceTheLight, Pudge, Dust_2, Muerta, Sandy, Crystal Maiden, 4, 28:33
Lynx, loss, shiroikiri, Nature's Prophet, StoneBank, Tidehunter, geO`, Muerta, Belony, Sniper, DRT, Warlock, Apple City Gang, win, yowaai, Ursa, dualrazee, Invoker, Norma, Beastmaster, Astral, Night Stalker, flacko, Mirana, 2, 38:48
Marvelous Warriors, win, renarr, Templar Assassin, Sele6rity, Invoker, Fantasyy, Mars, Blue Ivy, Grimstroke, kuro4ka, Tiny, Parallel eSports, loss, Qundre, Phantom Assassin, yonc, Pangolier, Wheeha, Dragon Knight, MeShuffle, Clockwerk, bondik, Ogre Magi, 4, 22:47
Business Club, loss, yvs, Elder Titan, S4D4UCLO7, Dark Seer, Dronik, Terrorblade, Thomas Shelby ( курю ),  курю , Тиктоник, Bounty Hunter, Nethercore, win, people better than me:nobody~, Bloodseeker, Yuui-, Weaver, Sotsiofaker, Dazzle, Vishenka, Death Prophet, yatorrent, Jakiro, 4, 45:20
Zero Tenacity, loss, Retsu, Phantom Assassin, Stojkov, Pangolier, nefrit, Phoenix, Pablo, Tusk, LeBronDota, Warlock, Quan, win, Lukas, Magnus, Rvze, Monkey King, wxste21, Night Stalker, takizawa, Primal Beast, Fezor, Mirana, 2, 34:28
Swift Knights, loss, Pelfox, Warlock, billyH, Ember Spirit, Melnik, Marci, Diamond, Io, Doobie, Gyrocopter, DARK , win, wannacoffee, Ursa, Aboba, Earthshaker, Vahee, Legion Commander, Denz, Rubick, SectumSempra, Crystal Maiden, 4, 31:29
Crew X, loss, Bedbug, Terrorblade, mischievous, Ember Spirit, jmixheal, Magnus, genstrichkh, Rubick, gTolstui, Crystal Maiden, Big Bang, win, BoomBoom, Ursa, realtockwtf, Kunkka, trapshitxd, Spirit Breaker, Kayurin`ho, Disruptor, SpottieOttie, Lion, 4, 31:58
Shinigami, win, DragonX, Pangolier, DoCK†oR_ManGal, Dawnbreaker, Dronik, Razor, Тиктоник, Rubick, yatorrent, Shadow Shaman, Eye Gaming, loss, yvs, Night Stalker, S4D4UCLO7, Tidehunter, expected, Undying, kismet, Void Spirit, vogel, Sven, 4, 47:59
LSG, win, Kintaro, Gyrocopter, Scorpion, Death Prophet, Cyrax, Magnus, Quan Chi, Spirit Breaker, Nightwolf, Muerta, Dragon Blood, loss, Bubiza, Lifestealer, Tonyoka, Puck, Kayaru, Pangolier, Drand, Zeus, PsiBlades, Crystal Maiden, 4, 26:56
Shadow Avengers, loss, Akila, Gyrocopter, Fernandos, Tusk, Odisey, Mars, LakeY, Rubick, Chipicao, Spirit Breaker, Bright Crusaders, win, VittoBossG, Nature's Prophet, TwoFaced, Earthshaker, Bandana, Tiny, Norbert, Lion, Satoru, Ogre Magi, 4, 31:24
Lighting Legends, loss, Kayabreaker, Ember Spirit, Hlillo-, Phantom Assassin, Rittori, Pugna, Waronn, Axe, Jenkis, Rubick, Iconic, win, Geremaya, Bane, prime, Mirana, Brachyo, Lion, GODCOMPLEX, Bristleback, saykeN, Nyx Assassin, 4, 30:37
FALL VICTIMS, win, FV.Trilemma, Lifestealer, FV.NoRemorse, Tiny, FV.BenzDance~, Axe, FV.1Yato1, Skywrath Mage, FV.Norbert, Warlock, HellBear, loss, HH.Rakinu, Luna, HH.Harbinger, Earthshaker, HH.Bambula, Venomancer, HH.Chedema, Silencer, HH.packout, Zeus, 4, 28:22
Moonwalk, loss, MW.zruze, Clockwerk, MW.GeoManser, Ursa, MW.SoLaR, Shadow Fiend, MW.BlackSin, Doom, MW.sogi, Jakiro, HellBear, win, HH.Rakinu, Luna, HH.Harbinger, Lina, HH.Bambula, Pudge, HH.Chedema, Rubick, HH.packout, Crystal Maiden, 4, 35:32
Silent killer, loss, sK.busow, Tiny, sK.onenen, Queen of Pain, sK.itras, Bristleback, sK.lotorimri, Dark Willow, sK.yacathem, Ogre Magi, FALL VICTIMS, win, FV.Trilemma, Luna, FV.NoRemorse, Monkey King, FV.BenzDance~, Legion Commander, FV.1Yato1, Pudge, FV.Norbert, Crystal Maiden, 4, 29:47
MOUZ, win, Copy, Leshrac, lowskill, Phantom Assassin, Force, Dawnbreaker, Lelis, Rubick, Fly, Clockwerk, Passion.ua, loss, Crystallize, Alchemist, niche, Lina, BBODDY, Bristleback, Fernans, Marci, kreker), Jakiro, 2, 43:12
1WIN, win, Munkushi~太阳, Magnus, CHIRA_JUNIOR, Monkey King, Cloud, Night Stalker, swedenstrong, Oracle, Fishman, Mirana, Quan, loss, Lukas, Nature's Prophet, Rvze, Leshrac, takizawa, Tidehunter, wxste21, Earthshaker, Fezor, Elder Titan, 2, 30:18
Rakuzan, win, kek0vka, Pangolier, akinakqe, Queen of Pain, Yuui-, Tusk, Murasame, Rubick, kismet, Marci, Business Club, loss, people better than me:nobody~, Razor, yvs, Elder Titan, S4D4UCLO7, Slardar, Тиктоник, Weaver, Sotsiofaker, Mars, 4, 47:08
Zero Tenacity, loss, Retsu, Gyrocopter, Stojkov, Ember Spirit, nefrit, Abaddon, Pablo, Lion, LeBronDota, Jakiro, Apple City Gang, win, yowaai, Terrorblade, dualrazee, Tiny, Norma, Dark Seer, Astral, Clockwerk, flacko, Marci, 2, 28:58
Eye Gaming, loss, Dronik, Tiny, salamandradoto, Weaver, ami, Windranger, sakura, Tinker, vogel, Slardar, Prodigy Of God, win, Disperser, Tidehunter, Kerrigan, Outworld Destroyer, DoCK†oR_ManGal, Undying, Pirate King -, Tusk, Haise, Terrorblade, 4, 29:28
One Move, loss, WoE, Monkey King, Difference, Pangolier, CodeX, Dark Seer, not me, Night Stalker, rein, Warlock, NAVIJ, win, gotthejuice, Magnus, Niku, Storm Spirit, pma, Centaur Warrunner, Zayac, Earthshaker, Riddys, Mirana, 2, 34:14
Bright Crusaders, win, VittoBossG, Tiny, TwoFaced, Puck, Bandana, Enigma, Norbert, Abaddon, Satoru, Disruptor, Wiser Warriors, loss, AKID, Luna, Nightfull, Shadow Fiend, EmbraceTheLight, Faceless Void, Dust_2, Weaver, Sandy, Marci, 4, 30:46
Nethercore, win, people better than me:nobody~, Ursa, S4D4UCLO7, Rubick, Тиктоник, Undying, Vishenka, Death Prophet, Sotsiofaker, Faceless Void, Rakuzan, loss, akinakqe, Tiny, kek0vka, Tidehunter, Yuui-, Dark Willow, kismet, Ember Spirit, Murasame, Lion, 4, 38:44
4Pirates, win, Otaker, Dawnbreaker, nattynarwhal_, Sniper, mister moral, Night Stalker, ariel, Tusk, perdan4ik, Crystal Maiden, Hydra, loss, Selfhate, Nature's Prophet, mellojul, Ember Spirit, proletariy, Dark Seer, Doctorbum, Marci, FSD, Jakiro, 2, 25:51
Prodigy Of God, win, Disperser, Jakiro, Dronik, Invoker, Pirate King -, Tusk, ami, Bloodseeker, vogel, Marci, Elite Eclipse, loss, Kerrigan, Necrophos, BASTREYKO, Dawnbreaker, DoCK†oR_ManGal, Windranger, MAD_MAX, Weaver, Anime<3, Night Stalker, 4, 44:12
Foxy Gaming, loss, Pudre, Tiny, babyface, Lina, titik, Bristleback, Exterminator, Lion, ShinraTensei, Pudge, Shadow Avengers, win, Akila, Gyrocopter, Fernandos, Templar Assassin, Odisey, Abaddon, LakeY, Rubick, Chipicao, Warlock, 4, 31:46
DARK , win, wannacoffee, Weaver, Aboba, Outworld Destroyer, Vahee, Centaur Warrunner, Denz, Rubick, SectumSempra, Spirit Breaker, LSG, loss, Kintaro, Muerta, Scorpion, Pudge, Cyrax, Magnus, Quan Chi, Ogre Magi, Nightwolf, Mirana, 4, 27:03
Night Pulse, win, dream`, Lifestealer, Worick, Ember Spirit, Davai Lama, Dark Seer, dEsire, Tusk, Kidaro, Warlock, Zero Tenacity, loss, Retsu, Troll Warlord, Stojkov, Earthshaker, nefrit, Tidehunter, Pablo, Muerta, LeBronDota, Jakiro, 2, 23:35
Business Club, win, yvs, Elder Titan, S4D4UCLO7, Razor, Thomas Shelby ( курю ),  курю , Тиктоник, Weaver, kismet, Terrorblade, Nethercore, loss, people better than me:nobody~, Sven, Yuui-, Bane, Vishenka, Pangolier, Sotsiofaker, Night Stalker, yatorrent, Jakiro, 4, 36:59
ThunderLab, win, Sxx, Ogre Magi, Qurore, Kunkka, exmamle, Leshrac, scream, Shadow Fiend, Weslike, Enigma, Parallel eSports, loss, Qundre, Tiny, yonc, Zeus, Wheeha, Magnus, MeShuffle, Techies, bondik, Grimstroke, 4, 31:19
Flawless Goblins, loss, tinkywinky, Monkey King, ZodiAc!, Shadow Fiend, Kreen, Brewmaster, Okoni, Spirit Breaker, Randing, Shadow Demon, Dragon Blood, win, Bubiza, Morphling, Tonyoka, Marci, Kayaru, Axe, Norbert, Pudge, PsiBlades, Crystal Maiden, 4, 21:40
Lynx, loss, shiroikiri, Terrorblade, StoneBank, Doom, geO`, Clockwerk, Belony, Pangolier, DRT, Jakiro, Asakura, win, 7jesu, Medusa, serenada, Earthshaker, VladikTheHtiviy, Night Stalker, slimeyao2, Leshrac, VaniLLl, Warlock, 2, 29:57
Apple City Gang, win, yowaai, Terrorblade, dualrazee, Invoker, Norma, Pangolier, Astral, Weaver, flacko, Marci, Passion.ua, loss, Crystallize, Alchemist, niche, Leshrac, BBODDY, Abaddon, Fernans, Windranger, kreker), Crystal Maiden, 2, 22:06
Hustlers, loss, Polcamid, Gyrocopter, Frodo, Kunkka, Dimidrol, Ogre Magi, REQSTICK, Disruptor, Wannakms, Batrider, Big Bang, win, BoomBoom, Tiny, realtockwtf, Lina, trapshitxd, Centaur Warrunner, Kayurin`ho, Hoodwink, SpottieOttie, Rubick, 4, 33:08
Mad Monkeys, win, med, Pudge, Perfavore, Shadow Fiend, azeri, Night Stalker, Asakura, Ringmaster, Aika, Io, Bright Crusaders, loss, VittoBossG, Nature's Prophet, TwoFaced, Rubick, Bandana, Dragon Knight, Norbert, Lion, Satoru, Ogre Magi, 4, 39:43
Eye Gaming, loss, Dronik, Windranger, Thomas Shelby ( курю ),  курю , Тиктоник, Weaver, vogel, Phantom Assassin, kismet, Ember Spirit, Elite Eclipse, win, yvs, Rubick, people better than me:nobody~, Tiny, S4D4UCLO7, Faceless Void, reze, Storm Spirit, yatorrent, Jakiro, 4, 32:46
Marvelous Warriors, win, renarr, Magnus, Sele6rity, Ember Spirit, Fantasyy, Night Stalker, Blue Ivy, Io, kuro4ka, Shadow Shaman, Lighting Legends, loss, Waronn, Sand King, Kayabreaker, Tiny, Rittori, Oracle, Hlillo-, Sven, Jenkis, Disruptor, 4, 30:38
Swift Knights, win, Pelfox, Marci, billyH, Earthshaker, Melnik, Pudge, Diamond, Lion, Doobie, Io, Shadow Avengers, loss, Akila, Tiny, Fernandos, Templar Assassin, Odisey, Doom, LakeY, Warlock, Chipicao, Zeus, 4, 23:53
Crew X, loss, Bedbug, Juggernaut, mischievous, Necrophos, jmixheal, Magnus, genstrichkh, Rubick, gTolstui, Witch Doctor, RuleBreakers, win, SIlver, Grimstroke, KosTyan, Sand King, turnon, Lion, dajonte, Phantom Assassin, Bloodfallen, Mars, 4, 28:14
FALL VICTIMS, loss, FV.Trilemma, Monkey King, FV.NoRemorse, Dragon Knight, FV.BenzDance~, Legion Commander, FV.1Yato1, Skywrath Mage, FV.Norbert, Crystal Maiden, CrimsonSky, win, CS.Lemy, Tiny, CS.Qipik, Huskar, CS.Nupiq, Axe, CS.Vexus, Phoenix, CS.Fijik, Pudge, 4, 30:24
Silent killer, win, sK.busow, Tiny, sK.onenen, Storm Spirit, sK.itras, Spirit Breaker, sK.lotorimri, Dark Willow, sK.yacathem, Crystal Maiden, HellBear, loss, HH.Rakinu, Luna, HH.Harbinger, Earthshaker, HH.Bambula, Pudge, HH.Chedema, Venomancer, HH.packout, Rubick, 4, 44:51
TITAN, loss, Ts.TioS, Abaddon, Ts.Elec, Ember Spirit, Ts.Chizan, Doom, Ts.Ganzy, Phoenix, Ts.saydan, Witch Doctor, Moonwalk, win, MW.zruze, Dazzle, MW.GeoManser, Phantom Assassin, MW.SoLaR, Queen of Pain, MW.BlackSin, Death Prophet, MW.sogi, Crystal Maiden, 4, 29:08
Wild Dragon, loss, WD.Kalanno, Medusa, WD.Nyac, Arc Warden, WD.Javi, Doom, WD.Darima, Zeus, WD.Hellen, Lion, Vitality Warriors, win, VW.Snickerdoodle, Templar Assassin, VW.Jesterface, Shadow Fiend, VW.Laughalot, Timbersaw, VW.Gigglebot, Clockwerk, VW.Chucklesaur, Rubick, 4, 28:51
Esport Club Frankfurt, loss, fpf, Bristleback, Se7enq, Pangolier, coolbaby, Magnus, Murmel, Ancient Apparition, Magma, Phoenix, RE-RN, win, nonchalant, Io, Azazel~, Tiny, Deo, Sniper, bex, Dawnbreaker, Reign, Muerta, 4, 52:28
Elite Eclipse, win, people better than me:nobody~, Tiny, S4D4UCLO7, Tidehunter, Yuui-, Windranger, kismet, Sniper, yatorrent, Jakiro, Shinigami, loss, DragonX, Razor, sakura, Undying, aloxa, Winter Wyvern, casino, Night Stalker, vogel, Slark, 4, 43:59
Shinigami, win, people better than me:nobody~, Anti-Mage, Yuui-, Tinker, vogel, Dawnbreaker, yatorrent, Jakiro, kismet, Magnus, TEIKO, loss, DragonX, Morphling, S4D4UCLO7, Razor, Dronik, Weaver, aloxa, Lion, Sotsiofaker, Sand King, 4, 26:31
Spirit, win, Yatoro, Nature's Prophet, Larl, Earthshaker, Collapse, Faceless Void, rue, Weaver, Miposhka, Jakiro, Tundra, loss, dyrachyo, Sven, bzm, Ember Spirit, 33, Sand King, Saksa, Bounty Hunter, Whitemon, Muerta, 1, 39:14
Nethercore, win, people better than me:nobody~, Lifestealer, Yuui-, Leshrac, Sotsiofaker, Bristleback, Vishenka, Pangolier, yatorrent, Shadow Shaman, Kiba Arms, loss, DragonX, Queen of Pain, S4D4UCLO7, Rubick, kimura, Primal Beast, Dronik, Tiny, Тиктоник, Bounty Hunter, 4, 23:32
Spirit, win, Yatoro, Slark, Larl, Ember Spirit, Collapse, Sand King, rue, Muerta, Miposhka, Warlock, PARIVISION, loss, Satanic, Magnus, No[o]ne-, Pangolier, DM, Necrophos, 9Class, Tusk, Dukalis, Jakiro, 1, 49:27
Ghost Sheep, loss, k@pib@r@, Troll Warlord, emo2003, Dark Seer, Dronik, Invoker, Тиктоник, Rubick, aloxa, Clockwerk, Nethercore, win, people better than me:nobody~, Dragon Knight, Yuui-, Leshrac, Vishenka, Queen of Pain, Sotsiofaker, Mars, yatorrent, Dark Willow, 4, 22:33
Ghost Sheep, loss, k@pib@r@, Lone Druid, Dronik, Shadow Fiend, emo2003, Doom, Тиктоник, Rubick, Yuui-, Dark Willow, Air Defence, win, people better than me:nobody~, Medusa, expected, Jakiro, S4D4UCLO7, Undying, aloxa, Lion, Vishenka, Pangolier, 4, 39:49
DARK , win, wannacoffee, Pudge, Aboba, Queen of Pain, Vahee, Phoenix, Denz, Lion, SectumSempra, Warlock, Mad Monkeys, loss, med, Gyrocopter, Perfavore, Shadow Fiend, azeri, Axe, Asakura, Winter Wyvern, Aika, Crystal Maiden, 4, 33:18
Bright Crusaders, win, VittoBossG, Terrorblade, TwoFaced, Ember Spirit, Bandana, Enigma, Norbert, Ringmaster, Satoru, Ogre Magi, Foxy Gaming, loss, Pudre, Gyrocopter, babyface, Shadow Fiend, titik, Legion Commander, Exterminator, Lion, ShinraTensei, Jakiro, 4, 21:49
Wiser Warriors, win, AKID, Marci, Nightfull, Outworld Destroyer, EmbraceTheLight, Night Stalker, Dust_2, Lion, Sandy, Io, Flawless Goblins, loss, tinkywinky, Shadow Fiend, ZodiAc!, Pangolier, Kreen, Timbersaw, Okoni, Phoenix, Randing, Ogre Magi, 4, 26:55
Zero Tenacity, win, Retsu, Gyrocopter, Stojkov, Pangolier, nefrit, Bristleback, Pablo, Lion, LeBronDota, Elder Titan, Passion.ua, loss, Crystallize, Terrorblade, niche, Slardar, BBODDY, Night Stalker, Fernans, Muerta, kreker), Zeus, 2, 40:29
Eye Gaming, loss, Skadi, Phantom Assassin, Dronik, Magnus, DoCK†oR_ManGal, Winter Wyvern, aloxa, Windranger, kismet, Storm Spirit, Dominion, win, people better than me:nobody~, Terrorblade, Yuui-, Sand King, sakura, Undying, vogel, Dawnbreaker, yatorrent, Rubick, 4, 42:11
PARIVISION, loss, Satanic, Phantom Assassin, No[o]ne-, Puck, DM, Dark Seer, 9Class, Tusk, Dukalis, Techies, Tundra, win, dyrachyo, Magnus, bzm, Bristleback, 33, Abaddon, Saksa, Weaver, Whitemon, Jakiro, 1, 29:31
Kiba Arms, win, DragonX, Storm Spirit, S4D4UCLO7, Zeus, 35street, Disruptor, Dronik, Bloodseeker, kimura, Legion Commander, Prodigy Of God, loss, people better than me:nobody~, Anti-Mage, Disperser, Night Stalker, maks0sau, Keeper of the Light, DoCK†oR_ManGal, Spirit Breaker, Vishenka, Leshrac, 4, 26:30
Night Pulse, win, dream`, Ursa, Worick, Ember Spirit, Davai Lama, Dark Seer, dEsire, Mirana, Kidaro, Ogre Magi, Asakura, loss, 7jesu, Phantom Assassin, serenada, Dragon Knight, VladikTheHtiviy, Underlord, slimeyao2, Muerta, VaniLLl, Elder Titan, 2, 73:38
Business Club, loss, yvs, Dark Willow, people better than me:nobody~, Sven, S4D4UCLO7, Slardar, Thomas Shelby ( курю ),  курю , sakura, Jakiro, Kiba Arms, win, DragonX, Ember Spirit, 35street, Warlock, kimura, Doom, Dronik, Tiny, kismet, Muerta, 4, 24:28
Spirit, loss, Yatoro, Sven, Larl, Windranger, Collapse, Night Stalker, rue, Tusk, Miposhka, Silencer, Chimera, win, TA2000, Marci, Lorenof, Leshrac, Daxak, Bristleback, OneJey, Muerta, panto, Io, 1, 71:35
Quan, win, Lukas, Nature's Prophet, Rvze, Earthshaker, wxste21, Leshrac, takizawa, Tidehunter, Fezor, Rubick, Rabotyagi, loss, ssnovv1, Ursa, Mirele, Puck, Spirit, Underlord, Somnia, Tusk, asdekor_r, Jakiro, 2, 34:42
Business Club, loss, yvs, Snapfire, S4D4UCLO7, Tidehunter, Dronik, Marci, Thomas Shelby ( курю ),  курю , fade, Riki, Air Defence, win, expected, Winter Wyvern, 35street, Pangolier, aloxa, Mirana, Sotsiofaker, Bristleback, Janitor看門人, Phantom Assassin, 4, 38:45
Nethercore, win, people better than me:nobody~, Tiny, Тиктоник, Rubick, Vishenka, Leshrac, Sotsiofaker, Doom, yatorrent, Shadow Shaman, Air Defence, loss, expected, Tidehunter, S4D4UCLO7, Winter Wyvern, Dronik, Lycan, Thomas Shelby ( курю ),  курю , aloxa, Lion, 4, 28:46
LevelUP, loss, 4ivan, Magnus, MaTson, Puck, Atoufix, Leshrac, Atmi, Brewmaster, Ankou ♡, Bristleback, One Move, win, WoE, Phantom Assassin, Difference, Ember Spirit, CodeX, Dark Seer, not me, Clockwerk, rein, Muerta, 2, 32:20
Mad Monkeys, win, med, Tidehunter, Perfavore, Ember Spirit, azeri, Sand King, Asakura, Shadow Shaman, Aika, Vengeful Spirit, Shadow Avengers, loss, Akila, Luna, Fernandos, Dragon Knight, Odisey, Timbersaw, LakeY, Lion, Chipicao, Ogre Magi, 4, 22:40
Prodigy Of God, win, S4D4UCLO7, Tidehunter, Dronik, Pudge, DoCK†oR_ManGal, Winter Wyvern, Тиктоник, Leshrac, Janitor看門人, Phantom Assassin, TEIKO, loss, BASTREYKO, Slardar, Thomas Shelby ( курю ),  курю , StivN, Tinker, yatorrent, Shadow Shaman, vogel, Tiny, 4, 25:08
LSG, win, Kintaro, Lifestealer, Scorpion, Templar Assassin, Cyrax, Dawnbreaker, Quan Chi, Magnus, Nightwolf, Shadow Shaman, Foxy Gaming, loss, Pudre, Luna, babyface, Lina, titik, Axe, Exterminator, Pudge, ShinraTensei, Io, 4, 35:43
Dragon Blood, loss, Bubiza, Ursa, Tonyoka, Ember Spirit, Kayaru, Doom, Drand, Rubick, PsiBlades, Magnus, Swift Knights, win, Pelfox, Troll Warlord, billyH, Tiny, Melnik, Timbersaw, Diamond, Lion, Doobie, Crystal Maiden, 4, 43:23
Vitality Warriors, win, VW.Snickerdoodle, Luna, VW.Jesterface, Templar Assassin, VW.Laughalot, Spirit Breaker, VW.Gigglebot, Phoenix, VW.Chucklesaur, Crystal Maiden, HellBear, loss, HH.Rakinu, Shadow Fiend, HH.Harbinger, Windranger, HH.Bambula, Pudge, HH.Chedema, Skywrath Mage, HH.packout, Rubick, 4, 33:11
Project Achilles, loss, Scarycrow, Anti-Mage, Ravenn, Shadow Fiend, kitara, Marci, KiritO, Pudge, ito, Undying, Freedom Fighters, win, Imissed, Morphling, Freedom13, Magnus, Xolli, Mars, Akujin, Sniper, All_After_me, Clockwerk, 4, 22:44
Moonwalk, loss, MW.GeoManser, Ursa, MW.zruze, Silencer, MW.SoLaR, Queen of Pain, MW.BlackSin, Timbersaw, MW.sogi, Witch Doctor, CrimsonSky, win, CS.Lemy, Juggernaut, CS.Qipik, Dragon Knight, CS.Nupiq, Venomancer, CS.Vexus, Shadow Shaman, CS.Fijik, Warlock, 4, 28:37
TITAN, loss, Ts.TioS, Phantom Assassin, Ts.Elec, Lina, Ts.Chizan, Chaos Knight, Ts.Ganzy, Snapfire, Ts.saydan, Shadow Shaman, Silent killer, win, sK.busow, Troll Warlord, sK.onenen, Tiny, sK.itras, Bristleback, sK.lotorimri, Lion, sK.yacathem, Jakiro, 4, 28:33
Moonlight Wispers, loss, Tiamani, Pudge, indra, Ember Spirit, TeRakudA, Dawnbreaker, BenZzarSi, Zeus, Stardust, Lion, Prime Legion, win, Unirraros, Anti-Mage, Flastyle, Invoker, Exmile, Tidehunter, Sqeemz, Batrider, unnv, Vengeful Spirit, 4, 40:14
Wild Dragon, loss, WD.Kalanno, Ember Spirit, WD.Nyac, Earthshaker, WD.Javi, Doom, WD.Darima, Rubick, WD.Hellen, Grimstroke, FALL VICTIMS, win, FV.Trilemma, Templar Assassin, FV.NoRemorse, Broodmother, FV.BenzDance~, Dragon Knight, FV.1Yato1, Lion, FV.Norbert, Ogre Magi, 4, 28:56
Prime Legion, loss, Unirraros, Slark, Flastyle, Tiny, Exmile, Abaddon, Sqeemz, Magnus, unnv, Jakiro, Freedom Fighters, win, Imissed, Phantom Assassin, Freedom13, Outworld Destroyer, Xolli, Axe, Akujin, Winter Wyvern, All_After_me, Lion, 4, 32:21
Zero Tenacity, win, Retsu, Lifestealer, Stojkov, Leshrac, nefrit, Tidehunter, Pablo, Phoenix, Till the end, Elder Titan, Rabotyagi, loss, ssnovv1, Nature's Prophet, Mirele, Slardar, Spirit, Dark Seer, Somnia, Night Stalker, asdekor_r, Crystal Maiden, 2, 41:40
Prodigy Of God, win, people better than me:nobody~, Tiny, maks0sau, Techies, DoCK†oR_ManGal, Windranger, Janitor看門人, Tidehunter, casino, Queen of Pain, Dominion, loss, S4D4UCLO7, Slardar, kismet, Marci, yatorrent, Dark Willow, StivN, Rubick, vogel, Lifestealer, 4, 26:53
Moonlight Wispers, loss, Tiamani, Magnus, indra, Ember Spirit, TeRakudA, Abaddon, BenZzarSi, Jakiro, Stardust, Warlock, Project Achilles, win, Scarycrow, Lifestealer, Ravenn, Invoker, kitara, Dazzle, KiritO, Ogre Magi, ito, Clockwerk, 4, 31:38
